"Sector","Major Head","Cat1","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CEES","MH 4705","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","G","Karnataka","0.00","0.00","0.00","0.10","0.00","0.00","0.00","0.40","0.00","5.28","23.93","0.00"
"CEES","MH 4705","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","G","Madhya Pradesh","2.74","2.99","3.00","3.48","5.66","8.92","6.70","7.96","9.43","11.47","13.73","102.96"
"CEES","MH 4705","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","1.20","2.40","0.00","3.15","4.43","10.61","12.64"
"CEES","MH 4705","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","G","Punjab","18.00","68.42","68.21","27.42","12.00","35.33","37.73","38.59","76.61","64.02","96.64","201.09"
"CEES","MH 4705","B","G","Rajasthan","73.38","62.02","53.61","42.63","45.60","66.47","65.47","61.10","56.68","56.90","87.33","115.41"
"CEES","MH 4705","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","24.46","35.30","29.72","36.56","25.82","33.10"
"CEES","MH 4705","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.15","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","G","Uttar Pradesh","-0.01","-0.01","-0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4705","B","G","West Bengal","4.13","9.49","8.06","3.00","3.94","3.71","3.95","5.05","2.37","8.85","12.43","4.22"
"CEES","MH 4711","A","U","A Union Govt","8.02","4.76","6.09","6.36","8.50","8.69","7.88","10.73","10.88","17.69","15.23","15.13"
"CEES","MH 4711","B","UT","A UT Puducherry","4.68","4.39","3.46","9.18","7.50","12.12","26.78","35.52","23.73","13.27","31.37","20.63"
"CEES","MH 4711","B","G","Andhra Pradesh","39.67","61.74","60.64","41.23","19.75","35.50","49.67","126.43","252.32","209.46","290.67","221.55"
"CEES","MH 4711","B","S","Arunachal Pradesh","4.25","4.05","3.68","3.74","16.48","3.75","5.75","9.05","7.13","65.27","29.21","90.18"
"CEES","MH 4711","B","S","Assam","49.47","31.54","17.57","21.53","14.94","40.55","48.10","123.04","91.28","195.40","300.06","261.90"
"CEES","MH 4711","B","G","Bihar","79.54","83.75","86.93","84.33","83.45","118.74","140.04","132.43","257.76","572.84","763.10","702.90"
"CEES","MH 4711","B","G","Chattisgarh","0.00","0.01","0.10","0.30","0.29","0.15","0.69","1.74","4.19","3.34","5.39","4.28"
"CEES","MH 4711","B","UT","D NCT Delhi","18.68","18.56","18.74","20.89","18.97","18.35","41.58","17.94","30.73","45.04","62.74","51.80"
"CEES","MH 4711","B","G","Goa","1.17","0.55","1.55","2.67","4.42","4.46","3.82","12.39","14.89","35.67","66.60","50.47"
"CEES","MH 4711","B","G","Gujarat","24.06","13.50","12.60","9.88","10.66","7.53","8.15","11.29","102.92","76.01","91.16","97.94"
"CEES","MH 4711","B","G","Haryana","0.00","0.00","0.00","31.63","32.56","39.83","61.19","58.49","64.49","81.05","78.98","121.32"
"CEES","MH 4711","B","S","Himachal Pradesh","7.26","7.50","7.44","13.53","15.83","14.22","16.42","18.73","22.89","23.62","70.97","124.16"
"CEES","MH 4711","B","S","Jammu and Kashmir","2.91","3.87","5.53","8.14","16.06","13.40","20.23","35.27","29.00","57.65","50.47","83.23"
"CEES","MH 4711","B","G","Jharkhand","0.00","0.00","1.49","0.23","0.48","1.31","2.12","-15.59","6.82","5.71","11.33","11.57"
"CEES","MH 4711","B","G","Karnataka","15.35","9.60","6.83","8.11","7.11","7.51","9.27","20.69","19.37","33.29","14.08","23.34"
"CEES","MH 4711","B","G","Kerala","12.92","8.32","20.16","19.40","25.43","23.34","9.94","12.02","41.78","110.86","145.11","104.75"
"CEES","MH 4711","B","G","Madhya Pradesh","0.46","0.32","0.22","2.49","0.95","4.75","2.33","5.15","16.30","12.65","6.90","15.88"
"CEES","MH 4711","B","G","Maharastra","5.67","7.23","7.32","3.65","10.92","11.61","6.12","19.99","30.42","47.36","61.16","101.07"
"CEES","MH 4711","B","S","Manipur","2.00","0.44","0.32","0.69","4.21","6.87","6.52","14.77","10.92","64.30","55.35","85.81"
"CEES","MH 4711","B","S","Meghalaya","3.03","2.58","1.93","1.06","1.62","1.45","4.40","2.48","3.57","5.39","2.80","1.98"
"CEES","MH 4711","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.60","3.51","2.71","11.08","0.00","0.00"
"CEES","MH 4711","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4711","B","G","Orissa","11.82","3.97","4.36","6.12","2.57","5.04","10.98","18.56","59.84","74.38","182.60","106.82"
"CEES","MH 4711","B","G","Punjab","65.18","100.95","133.41","27.31","13.20","34.24","68.61","29.17","99.94","150.20","140.13","43.85"
"CEES","MH 4711","B","G","Rajasthan","2.45","2.17","3.86","3.86","3.46","9.85","7.31","3.10","1.79","1.62","1.73","1.92"
"CEES","MH 4711","B","S","Sikkim","0.00","0.00","0.00","0.00","1.61","2.45","1.91","2.44","2.81","4.68","3.30","5.29"
"CEES","MH 4711","B","G","Tamil Nadu","8.34","6.51","5.08","8.39","13.44","30.70","59.02","32.87","38.62","51.31","164.56","286.01"
"CEES","MH 4711","B","S","Tripura","6.92","7.65","4.49","4.18","6.95","3.01","7.74","13.00","11.55","9.22","8.00","16.88"
"CEES","MH 4711","B","G","Uttar Pradesh","39.32","34.14","31.25","41.86","56.68","155.33","303.18","389.43","314.00","375.25","358.42","453.69"
"CEES","MH 4711","B","S","Uttarakhand","0.00","-0.03","3.21","3.70","6.04","7.67","36.14","37.88","23.58","18.09","5.10","20.63"
"CEES","MH 4711","B","G","West Bengal","74.12","86.08","115.40","78.44","61.65","72.95","112.34","113.25","145.45","137.86","306.75","431.99"
"CEES","MH 4801","A","U","A Union Govt","2153.64","2041.16","2935.29","2798.54","2854.44","3348.41","1534.20","1059.31","786.47","903.96","1283.49","480.30"
"CEES","MH 4801","B","UT","A UT Puducherry","16.20","19.93","24.93","22.04","23.30","25.07","28.62","38.74","44.28","43.89","47.71","41.60"
"CEES","MH 4801","B","G","Andhra Pradesh","176.92","45.29","22.14","24.17","839.64","29.91","0.01","16.00","10.00","0.36","10.00","21.56"
"CEES","MH 4801","B","S","Arunachal Pradesh","95.85","86.92","91.67","112.63","170.36","149.41","124.09","128.28","127.89","259.99","293.58","256.75"
"CEES","MH 4801","B","S","Assam","3.00","0.00","38.98","64.02","81.92","1374.20","205.35","208.23","419.31","404.40","180.68","173.68"
"CEES","MH 4801","B","G","Bihar","74.00","22.06","10.72","0.00","300.39","25.00","302.01","433.76","115.00","400.00","376.00","1007.23"
"CEES","MH 4801","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","25.00","0.03","0.00","0.00","0.00","0.00"
"CEES","MH 4801","B","UT","D NCT Delhi","0.00","0.00","0.30","0.00","0.00","0.50","3.26","160.48","1102.03","467.49","3.11","100.63"
"CEES","MH 4801","B","G","Goa","27.00","20.19","22.88","50.06","50.84","87.81","101.28","102.90","116.38","167.35","174.16","192.97"
"CEES","MH 4801","B","G","Gujarat","5.94","29.90","-48.44","-86.06","8.39","151.89","1949.91","1338.44","530.54","392.70","441.97","735.26"
"CEES","MH 4801","B","G","Haryana","349.87","264.83","38.31","134.23","162.64","233.35","275.45","785.80","848.90","855.70","898.82","653.95"
"CEES","MH 4801","B","S","Himachal Pradesh","2.75","0.00","164.18","358.56","94.00","2.11","0.00","0.00","131.60","299.25","210.61","160.00"
"CEES","MH 4801","B","S","Jammu and Kashmir","301.54","241.52","404.43","444.59","552.10","709.38","699.21","487.66","665.33","1176.84","1035.05","1346.14"
"CEES","MH 4801","B","G","Jharkhand","0.00","0.00","30.00","39.82","2.01","48.40","30.00","53.00","0.00","0.00","0.00","0.00"
"CEES","MH 4801","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","50.00","430.47","432.90","936.62","1750.37","1381.10"
"CEES","MH 4801","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4801","B","G","Madhya Pradesh","154.81","238.70","172.78","347.54","328.22","1747.05","3236.17","1085.63","903.34","907.01","1976.43","409.63"
"CEES","MH 4801","B","G","Maharastra","197.72","2194.83","282.87","291.10","297.19","482.63","562.19","800.37","804.34","898.30","1707.41","2105.40"
"CEES","MH 4801","B","S","Manipur","185.66","50.79","21.51","16.44","29.29","39.25","28.65","61.38","153.17","112.87","300.78","308.75"
"CEES","MH 4801","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4801","B","S","Mizoram","39.61","39.67","19.60","31.49","64.62","52.83","122.61","68.20","68.92","34.78","83.63","72.32"
"CEES","MH 4801","B","S","Nagaland","34.07","52.80","54.35","74.26","60.75","44.42","76.20","46.47","50.27","108.80","71.27","60.41"
"CEES","MH 4801","B","G","Orissa","11.20","0.25","50.20","0.00","20.64","36.44","0.00","0.00","0.00","23.06","8.94","83.24"
"CEES","MH 4801","B","G","Punjab","0.00","0.00","125.85","180.96","360.73","72.38","45.28","20.00","44.14","142.52","23.93","0.00"
"CEES","MH 4801","B","G","Rajasthan","2.05","30.00","333.00","333.50","282.76","350.00","630.60","698.93","1063.00","1336.00","1540.00","1296.00"
"CEES","MH 4801","B","S","Sikkim","26.45","32.35","49.69","53.83","43.78","99.58","88.02","38.16","47.52","61.93","72.03","32.86"
"CEES","MH 4801","B","G","Tamil Nadu","-726.05","-219.43","100.00","25.00","200.00","85.00","25.00","175.00","490.00","1170.50","135.00","1335.13"
"CEES","MH 4801","B","S","Tripura","37.27","75.28","63.15","60.19","41.16","113.35","128.48","79.65","86.48","69.21","72.35","73.28"
"CEES","MH 4801","B","G","Uttar Pradesh","100.00","779.99","741.36","332.02","6234.81","1046.18","760.08","3083.75","5216.91","6131.87","5092.37","4099.52"
"CEES","MH 4801","B","S","Uttarakhand","0.00","0.00","8.00","0.00","0.00","166.61","210.34","158.94","257.34","164.81","661.95","56.71"
"CEES","MH 4801","B","G","West Bengal","10.00","42.15","1.00","141.84","141.84","331.84","636.68","791.83","985.82","1090.37","189.50","45.00"
"CEES","MH 4802","A","U","A Union Govt","0.00","0.00","618.18","0.00","319.36","0.00","0.00","528.58","0.00","242.47","958.08","101.53"
"CEES","MH 4802","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Kerala","0.00","0.00","0.00","3.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4802","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","A","U","A Union Govt","35.52","61.49","0.00","0.00","0.00","0.00","0.00","-14.15","7.11","6.89","-2.78","2.73"
"CEES","MH 4803","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4803","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","A","U","A Union Govt","44.85","29.96","31.63","40.40","41.59","51.65","25.86","40.26","51.76","36.78","20.77","63.31"
"CEES","MH 4810","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50"
"CEES","MH 4810","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","1.50","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Goa","0.00","0.05","0.80","0.00","0.50","0.33","1.00","0.05","0.00","0.00","0.61","1.16"
"CEES","MH 4810","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Mizoram","0.44","0.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.90"
"CEES","MH 4810","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Tripura","0.12","0.17","0.61","0.42","0.11","30.14","0.92","1.50","7.81","5.14","4.26","1.40"
"CEES","MH 4810","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4810","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4851","A","U","A Union Govt","32.00","13.26","19.28","5.07","29.02","21.37","22.25","34.79","8.45","16.01","20.01","27.21"
"CEES","MH 4851","B","UT","A UT Puducherry","2.45","2.31","1.47","1.50","1.54","1.77","5.14","4.26","6.85","4.30","6.82","10.87"
"CEES","MH 4851","B","G","Andhra Pradesh","-0.17","0.69","2.51","1.59","1.32","1.63","1.94","1.05","0.03","0.01","0.00","0.00"
"CEES","MH 4851","B","S","Arunachal Pradesh","0.25","0.07","0.11","0.24","0.76","0.01","0.05","0.13","0.00","1.12","0.00","2.69"
"CEES","MH 4851","B","S","Assam","1.04","0.86","0.11","0.08","0.39","0.91","1.77","1.06","1.18","1.15","2.14","2.08"
"CEES","MH 4851","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.06","0.00"
"CEES","MH 4851","B","G","Chattisgarh","0.00","0.79","1.37","3.41","3.51","16.33","41.44","60.07","101.92","15.26","32.51","33.61"
"CEES","MH 4851","B","UT","D NCT Delhi","2.69","6.68","6.15","3.98","1.59","1.15","9.45","3.44","-0.26","-0.32","-1.14","-0.18"
"CEES","MH 4851","B","G","Goa","-0.06","0.09","1.08","0.01","4.46","2.15","4.04","1.00","1.25","0.00","11.31","0.48"
"CEES","MH 4851","B","G","Gujarat","2.26","2.32","-1.15","0.43","-0.78","0.24","0.24","0.74","0.29","1.61","1.78","0.64"
"CEES","MH 4851","B","G","Haryana","0.06","0.02","0.05","0.01","0.00","0.01","0.09","0.10","0.06","0.76","0.08","0.01"
"CEES","MH 4851","B","S","Himachal Pradesh","0.39","0.86","0.13","1.73","4.59","5.13","7.22","24.15","2.21","14.08","15.68","19.75"
"CEES","MH 4851","B","S","Jammu and Kashmir","23.96","19.16","27.50","34.74","32.96","40.95","60.63","56.37","79.12","107.81","107.88","116.84"
"CEES","MH 4851","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4851","B","G","Karnataka","7.73","8.54","5.31","11.37","1.67","2.99","5.25","0.74","11.05","35.30","24.85","29.67"
"CEES","MH 4851","B","G","Kerala","28.33","20.52","6.92","5.93","3.55","9.74","6.24","10.27","1.38","26.63","18.70","20.01"
"CEES","MH 4851","B","G","Madhya Pradesh","6.47","4.51","6.46","9.23","6.51","8.02","13.62","18.08","23.10","8.53","16.71","20.22"
"CEES","MH 4851","B","G","Maharastra","13.61","8.20","11.14","4.65","8.53","2.06","17.25","8.45","20.96","14.44","6.09","2.91"
"CEES","MH 4851","B","S","Manipur","3.12","4.14","9.05","0.15","11.66","44.64","15.33","32.69","26.43","73.95","19.78","7.09"
"CEES","MH 4851","B","S","Meghalaya","0.90","0.84","5.89","0.20","4.10","2.20","5.26","7.48","0.81","0.45","0.62","0.38"
"CEES","MH 4851","B","S","Mizoram","1.59","1.96","1.64","1.84","1.84","3.79","4.36","5.35","3.80","8.17","1.63","2.92"
